label,sentence
544,"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region .",1
545,"CapMan has four investment areas ( CapMan Buyout , CapMan Technology , CapMan Life Science and CapMan Real Estate ) , and each of them has a dedicated team .",1
546,Castecka said the town hall would hold talks with other investors interested in the zone .,1
547,"Changes being announced today will be effective after the close of trading on Friday , June 19 , 2009 .",1
548,"CHS Expo Freight is a major Finnish fair , exhibition and culture logistics company that provides logistics services to various events by land , air and sea .",1
549,Competition authorities will have to approve the deal before it can be finalized .,1
550,"Complete name of shareholder : Otto Henrik Bernhard Nyberg For further information , please contact Maija-Liisa Friman , CEO , tel. +358 9 7597 0711 .",1
551,Completion of the transaction is subject to a final agreement and a Due Diligence process .,1
552,Construction is expected to be completed in the summer of 2011 .,1
553,Dragonfly Love is another video shot from start to finish using the Nokia N8 .,1
554,"Elcoteq 's Electronics Manufacturing Services ( EMS ) Business Segment serves customers globally in Engineering , Manufacturing and Fulfillment services .",1
555,"EQT has completed its exit from Salcomp , a Finnish company that makes mobile phone chargers , by selling its remaining stake to Swedish investment group Nordstjernan for about ( EURO ) 35 million ( $ 47 million ) .",1
556,"FinancialWire ( tm ) , in cooperation with the Investrend Broadcast Syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the FirstAlert ( tm ) Networks oeFirstAlert ( tm ) Daily .",1
557,"Following the registration , the number of issued and outstanding shares of Basware is 12,890,829 .",1
558,Fortum had previously bought the state-held stake in TGK-10 from RAO UES during its reform .,1
559,"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares .",1
560,"Harold W. Young is an independent broker working closely with several retailers including Ahold USA , Market Basket , CVS , BJ 's Wholesale Club , Hannaford and Cumberland Farms .",1
561,"Honkarakenne mainly exports large luxury log houses to Russia to be used as one-family houses or holiday homes ; 70 % of sales go to the Moscow region , about 20 % to the St Petersburg region , and the remainder to other locations .",1
562,"In providing managed services , Nokia takes responsibility for building , operating and transferring as well as optimising the Indosat 3G network .",1
563,"In today s business , you have to pre-empt what consumers want , said Mohammed Zainalabedin , General Manager , Zain Bahrain .",1
564,Insurance policies should be simple .,1
565,"It is a member of the OneWorld alliance , which includes American Airlines and British Airways .",1
566,It is expected to be completed by the end of 2007 .,1
567,It will provide heating in the form of hot water for the sawmill 's needs .,1
568,Its 168 asset management experts manage assets worth over EUR 35 billion .,1
569,Jon Risfelt is 49 years old holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology .,1
570,Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher .,1
571,"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ?",1
572,"Last July , the group said it intended to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of France , where it already operates a hook manufacturing and distribution unit .",1
573,"LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry .",1
574,"Look out for vintage fabric cushion covers , '70s coffee pots , ceramic serving dishes , cocktail glasses , and stainless steel party dishes .",1
575,"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009",1
576,National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest .,1
577,Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information .,1
578,"Of these shares 14,747,084 are held by the Company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847 .",1
579,"Oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use .",1
580,Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management .,1
581,"Panostaja , headquartered in Tampere , Finland , is an investment company focusing on small and medium-sized Finnish companies operating in the traditional industries .",1
582,Pertti Ervi is independent from the Company and its major shareholders .,1
583,"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) .",1
584,"Previously , the plant was expected to be completed by the end of 2008 .",1
585,"Prothious Engineering ( www.prothious.com ) employs more than 1,000 and has a large portfolio of projects and an annual detailing capacity of more than 100,000 tonnes .",1
586,Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars .,1
587,"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience .",1
588,"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely .",1
589,"Sanoma also has an Executive Committee , in accordance with the Company 's Articles of Association , that prepares proposals for matters to be decided or noted by the Board of Directors .",1
590,"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices .",1
591,Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares .,1
592,"She will succeed Krister Kylas , who has decided to leave TeliaSonera .",1
593,Shuweihat 2 got under way in July 2008 when the project was awarded to desalination and power contractors .,1
594,"Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term .",1
595,Stock Exchange Release 10/3/2011 12:00 Sanoma has published its Annual Report and Financial Statements for 2010 and its first Corporate Responsibility Report .,1
596,"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September .",1
597,"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap .",1
598,Symphony Services provides development services for Aldata GOLD .,1
599,"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction .",1
600,"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH .",1
601,The agreement is valid for four years .,1
602,"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings .",1
603,"The business has sales of about ( Euro ) 35 million ( $ 44million ) , and has been responsible for sales and marketing of Lanxess 's paper chemicals business , which Kemira bought for ( Euro ) 88 million early this year ( CW , Jan. 11 , p. 22 ) .",1
604,The business section also includes Ahlstrom 's sustainability report .,1
605,The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .,1
606,The company is presently examining whether the project would be financially feasible .,1
607,The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities .,1
608,The company specialises in temporary electrification and heating at construction sites .,1
609,"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 .",1
610,The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .,1
611,The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .,1
612,The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,1
613,The first of the two project phases is expected to be completed by the end of 2012 .,1
614,"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .",1
615,"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .",1
616,"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals .",1
617,"The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",1
618,"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others .",1
619,The new B shares carry the right to dividend and other shareholder rights with effect from today .,1
620,The office space will rise above the remodeled Cannon Street underground station .,1
621,The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,1
622,The project is expected to be completed in 2009 .,1
623,"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .",1
624,"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .",1
625,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",1
626,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",1
627,The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,1
628,The share of the share capital of both above mentioned shareholders remains below 5 % .,1
629,"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .",1
630,"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .",1
631,The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,1
632,The trade is in accordance with the agreement announced on 26 March 2008 .,1
633,The transaction is expected to be completed next spring .,1
634,The writing and publication of Lemmink+ñinen -¦ s history is a continuation of earlier collaboration between Antti Tuuri and the company .,1
635,"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .",1
636,"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley .",1
637,Uponor maintains its full-year guidance for 2010 .,1
638,"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company .",1
639,What would you like to see changed on Nokia 's next attempt ?,1
640,"When completed , the 120-meter Watchtower will be the highest building in Ireland .",1
641,"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 .",1
642,ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .,1
643,`` Our aim is to understand different traffic patterns based on the use of each building .,1
644,`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,1
645,"`` The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Web-based service to your wireless handset , '' he wrote .",1
646,18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .,1
647,A PLUMBING business has announced it is sponsoring a professional darts player .,1
648,"A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said .",1
649,Another noticeable thing is that the search for Tata and Airtel brands was mostly related to ` broadband connections ' .,1
650,Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .,1
651,"At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share .",1
652,Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result .,1
653,Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,1
654,Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process .,1
655,Customers in a wide range of industries use our stainless steel and services worldwide .,1
656,Exel wants to serve its industrial customers with individual products .,1
657,"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010 .",1
658,From Merisatama to the far corners of the world Asfaltti Osakeyhti+Â Lemmink+ñinen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor .,1
659,"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey .",1
660,"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 .",1
661,"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .",1
662,"In Penttil+ñ 's vision , the most important reason for the transaction is Russia .",1
663,It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .,1
664,It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook .,1
665,"It is part of the development of the world-class magnetite deposit at Karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life .",1
666,"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado .",1
667,Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January .,1
668,"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .",1
669,The fine print is here .,1
670,M. and a Master of Business Administration MBA .,1
671,More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .,1
672,Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas .,1
673,"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same .",1
674,"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers .",1
675,"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .",1
676,"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners .",1
677,"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters .",1
678,"Participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door Altima .",1
679,Peigs www.peigs.se will become part of Sardus Latta Maltider Light Meals unit .,1
680,"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .",1
681,Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .,1
682,"S Group 's loyal customer magazine Yhteishyv+ñ came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers .",1
683,"SCOPI Chief Business Excellence Officer , Eng .",1
684,Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',1
685,"Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots .",1
686,"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland .",1
687,"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .",1
688,"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .",1
689,"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day .",1
690,"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below .",1
691,"The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors .",1
692,"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .",1
693,"The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities .",1
694,"The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars .",1
695,"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .",1
696,The corrected chapter is in its entirety below .,1
697,The deal was worth about EUR 1.2 mn .,1
698,The event can also be viewed as a live webcast at www.cargotec.com .,1
699,The investment will be worth approximately EUR 100mn .,1
700,The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,1
701,The number of customers is one of the most important parameters in determining the price of electricity networks .,1
702,The order was valued at over EUR15m .,1
703,The order was valued at USD12 .2 m.,1
704,The order was worth EUR 8mn .,1
705,"The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum .",1
706,"The record date for dividend distribution is March 14 , 2008 .",1
707,"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices .",1
708,The solid fuel is heated before sludge is mixed therein . '',1
709,"The study evaluated the safety , tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis .",1
710,"The total donation amount is EUR 1,115,000 .",1
711,"The total investment necessary will be EUR40m , the company estimated .",1
712,The total project duration is three years and it is valued at some EUR11 .5 m.,1
713,"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m .",1
714,"They are responsible for their own operations , customer relationships , and the development of these .",1
715,"This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : .",1
716,This organization will assume the responsibility for operations in Russia .,1
717,"Thus the group 's balance sheet will have about EUR 25.8 million of goodwill , the company added .",1
718,"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added .",1
719,Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland .,1
720,"To see more of New Haven Register , or to subscribe to the newspaper .",1
721,"Trading in the new shares , which have right to dividends and other distributions of funds , will start on the exchange in Helsinki tomorrow .",1
722,"UPM-Kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products .",1
723,"Vehvilainen , who is currently the chief operating officer at Nokia Siemens Networks , will join Finnair on 5 January 2010 and take over as CEO effective 1 February 2010 .",1
724,"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .",1
725,"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",0
726,"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct .",0
727,"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .",0
728,"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 .",0
729,Sales of mid-strength beer decreased by 40 % .,0
730,"Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA .",2
731,The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .,2
732,"The stock is trading above both its MAPs and the 50-day MAP of SEK72 .983 is higher than the 200-day MAP of SEK70 .283 , a bullish indicator .",2
733,`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . '',2
734,"HELSINKI ( Thomson Financial ) - Kone said it has won four orders in Saudi Arabia , United Arab Emirates and Qatar worth 40 mln eur .",2
735,"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .",2
736,Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May .,2
737,"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .",2
738,"Outotec said it won new orders worth 492.9 mln eur during the quarter , compared with 240.4 mln eur a year earlier .",2
739,Raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by Russian wood products company Sveza Group .,2
740,"The brokerage said 2006 has seen a ` true turning point ' in European steel base prices , with better pricing seen carrying through the second quarter of 2006 .",2
741,"This location makes the mall a convenient place to shop for consumers from three large residential areas nearby : Jaroszowka , Wysockiego and Zgody .",2
742,"`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year .",2
743,"`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing .",2
744,15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V .,2
745,Finnish KCI Konecranes has been awarded an order for four hot metal ladle cranes by Indian steel producer Bhushan Steel & Strips to be delivered in 2007 .,2
746,"Vaahto Pulp & Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland .",2
747,"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added .",2
748,HELSINKI AFX - KCI Konecranes said it has won an order for four hot metal ladle cranes from Indian steel producer Bhushan Steel and Strips Ltd. .,2
749,HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .,2
750,"London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened .",2
751,"Mika Stahlberg , VP F-Secure Labs , said , `` We are excited and proud that F-Secure has been recognized by AV-Comparatives as the Product of the Year .",2
752,The policy was also aimed at making the companies more profitable and competitive .,2
753,"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",2
754,"The company has the poser , who wants to impress people with the latest handset .",1
755,According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .,1
756,And that 's exactly what happened on a recent weekday when an East Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies .,1
757,Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .,1
758,"Fortum needs a clear signal of commitment from the Government that the permit is available before the company will start the next round , Kuula says .",1
759,"The add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls .",1
760,The repurchase of the bonds was executed in the open market in accordance with section 7 f of the terms and conditions of the Convertible Bonds .,1
761,Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision .,1
762,"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , has a plant near Warsaw , in Poland , that makes flexible packaging .",1
763,"France T+®l+®com spent more time studying TeliaSonera than other potential takeover targets because it has a shareholder that wants to sell , Pellissier said .",1
764,"Supported Nokia phones include : N96 , N95-8GB , N95 , N93-N931 , N92 , N85 , N82 , N81 , N80 , N79 , N78 , N77 , N76 , N75 , N73 , N72 , N71 , E90 , E71 , E70 , E66 , E65 , E62 , E61-E61i , E60 , E51 , E50 , Touch Xpress 5800 , 6220 Classic , 6210 Navigator , 6120 Classic , 6110 Navigator , 5700 , 5500 , 5320XM .",1
765,"The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said .",1
766,The Moscow Metro ( www.mosmetro.ru ) was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998 .,1
767,"The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .",1
768,"An  of the invention , released by the Patent Office , said : `` A non-coherent search matrix is formed of said correlation function matrix .",1
769,"As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry .",1
770,"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .",1
771,"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries .",1
772,"The Costanza light , with an aluminum base and washable shade , comes in white , pistachio , orange , blue and red .",1
773,"The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland .",1
774,"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands .",1
775,"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",0
776,"Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries .",0
777,"Sales climbed 19.2 pct to 1.002 bln eur , surpassing the 953 mln eur consensus figure .",2
778,"Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable .",2
779,Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia .,2
780,"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies .",2
781,"After the reporting period , BioTie North American licensing partner Somaxon Pharmaceuticals announced positive results with nalmefene in a pilot Phase 2 clinical trial for smoking cessation .",2
782,"`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon .",2
783,"Investors will continue being interested in the company 's share although it is not quite cheap , Affarsvarlden said .",2
784,"`` Each year , personal entertainment plays a more significant role in determining whether a fitness facility 's workout experience is pleasurable or a chore , '' said Brian Wilson , director of marketing for Precor 's Entertainment & Services Division .",1
785,The agreement must be approved by the Russian competition authorities before it enters into force .,1
786,The total amount of subscription prices was recorded in the fund for invested non-restricted equity .,1
787,"Before Kemira 's installation NordAlu was producing 3,500 tons of liquid and solid aluminum waste per year .",1
788,Mr Skogster currently serves as the manager responsible for ABB Oy 's system modules for low voltage drives .,1
789,- Counter your competitor 's strengths and target their weaknesses .,1
790,"Founded in 2000 , BioView automates laboratory tests , especially diagnostic tests for cancer .",1
791,"The five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. It will also include apartments .",1
792,"The Stena Poseidon is a so-called Panamax tanker , designed to be able to pass through the narrow passages in the Panama Canal 's locks .",1
793,"Markets had been expecting a poor performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki .",2
794,"Excluding non-recurring items , pre-tax profit surged 45 % to EUR80m .",2
795,"ADP News - Feb 13 , 2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-yea",0
796,"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 .",2
797,"According to PKC , the acquisition would bring a significant addition to PKC 's customer base .",2
798,"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .",2
799,Both the net sales and operating profit were record high in the company 's history .,2
800,"Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said .",2
801,"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete .",2
802,"Full-year net sales are expected to increase by approximately 10 % , the company said .",2
803,"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier .",2
804,"India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 .",2
805,"Lithuanian beer makers sold 256.88 million liters of beer in 2005 , a rise of 4.5 per cent from the year-earlier figure of 245.92 million liters .",2
